transaction_id,transaction_time,transaction_amount,merchant,category,user_age,user_gender,user_city,device_type,is_international,previous_fraud_flag,transaction_frequency,account_balance,fraud_risk_score,is_fraud
T1472,2024-01-01 07:52:00,83146,Swiggy,Luxury,44,Male,Delhi,Mobile,0,0,5,42939,0.345084,0
T1473,2024-01-01 07:53:00,33177,Amazon,Food,50,Female,Bhopal,Laptop,1,0,30,16938,0.507708,0
T1474,2024-01-01 07:54:00,40421,Amazon,Transport,23,Female,Mumbai,Laptop,0,0,17,70801,0.20418400000000003,0
T1475,2024-01-01 07:55:00,10852,Amazon,Food,38,Male,Indore,Mobile,1,0,15,55020,0.380908,0
T1476,2024-01-01 07:56:00,29444,Unknown,Shopping,64,Female,Indore,Laptop,0,0,6,99211,0.132776,0
T1477,2024-01-01 07:57:00,22572,Swiggy,Food,54,Female,Indore,Mobile,0,0,9,24092,0.11278800000000001,0
T1478,2024-01-01 07:58:00,55956,Croma,Food,29,Male,Mumbai,Mobile,1,0,14,33814,0.558824,0
T1479,2024-01-01 07:59:00,12867,Amazon,Transport,32,Female,Pune,Mobile,0,0,2,67193,0.056468000000000004,0
T1480,2024-01-01 08:00:00,71012,Amazon,Food,39,Male,Bhopal,Mobile,0,0,37,29658,0.37654800000000005,0
T1481,2024-01-01 08:01:00,34436,Croma,Luxury,26,Male,Pune,Mobile,1,0,18,7953,0.482744,0
T1482,2024-01-01 08:02:00,40088,Croma,Shopping,56,Male,Indore,Laptop,0,0,15,85089,0.19785200000000003,0
T1483,2024-01-01 08:03:00,42914,Zomato,Food,59,Female,Pune,Laptop,0,0,13,15154,0.20415600000000003,0
T1484,2024-01-01 08:04:00,30824,Flipkart,Shopping,26,Male,Delhi,Laptop,1,0,14,81179,0.458296,0
T1485,2024-01-01 08:05:00,76497,Unknown,Shopping,24,Female,Delhi,Laptop,0,0,8,25736,0.32598800000000006,0
T1486,2024-01-01 08:06:00,77972,Zomato,Food,35,Male,Pune,Mobile,0,0,18,85352,0.356888,0
T1487,2024-01-01 08:07:00,6145,Amazon,Food,52,Male,Indore,Mobile,1,0,9,17754,0.34708,0
T1488,2024-01-01 08:08:00,71518,Swiggy,Food,55,Male,Pune,Laptop,0,0,23,17273,0.34357200000000004,0
T1489,2024-01-01 08:09:00,12854,Flipkart,Transport,64,Male,Delhi,Mobile,0,0,38,90846,0.146416,0
T1490,2024-01-01 08:10:00,35865,Amazon,Luxury,62,Female,Indore,Mobile,0,0,15,31655,0.18096,0
T1491,2024-01-01 08:11:00,45215,Zomato,Food,30,Male,Indore,Laptop,0,0,22,40696,0.23586000000000001,0
T1492,2024-01-01 08:12:00,95648,Croma,Luxury,43,Male,Delhi,Laptop,1,0,11,16193,0.7100920000000001,1
T1493,2024-01-01 08:13:00,7154,Croma,Food,53,Male,Pune,Laptop,0,0,29,70990,0.101116,0
T1494,2024-01-01 08:14:00,29630,Swiggy,Electronics,57,Male,Delhi,Mobile,0,0,19,97838,0.16602,0
T1495,2024-01-01 08:15:00,75434,Flipkart,Food,61,Male,Pune,Mobile,0,0,30,11046,0.376736,0
T1496,2024-01-01 08:16:00,25716,Zomato,Luxury,57,Male,Mumbai,Laptop,0,0,32,20457,0.18286400000000003,0
T1497,2024-01-01 08:17:00,45928,Flipkart,Transport,21,Female,Mumbai,Laptop,0,0,12,40198,0.213712,0
T1498,2024-01-01 08:18:00,33952,Swiggy,Transport,39,Female,Pune,Mobile,1,1,7,75882,0.6533079999999999,0
T1499,2024-01-01 08:19:00,7426,Flipkart,Transport,43,Female,Bhopal,Mobile,0,0,31,41021,0.10720400000000002,0
T1500,2024-01-01 08:20:00,39029,Unknown,Electronics,57,Female,Delhi,Laptop,0,0,35,91711,0.24361600000000005,0
T1501,2024-01-01 08:21:00,52882,Croma,Luxury,36,Male,Delhi,Mobile,1,0,35,85987,0.599028,0
T1502,2024-01-01 08:22:00,51392,Zomato,Transport,20,Male,Bhopal,Laptop,0,1,39,39193,0.5030680000000001,0
T1503,2024-01-01 08:23:00,49722,Croma,Food,18,Female,Indore,Mobile,0,0,13,26001,0.231388,0
T1504,2024-01-01 08:24:00,5107,Flipkart,Food,21,Female,Pune,Mobile,0,0,35,43341,0.10792800000000001,0
T1505,2024-01-01 08:25:00,99962,Swiggy,Shopping,45,Female,Delhi,Laptop,0,0,3,62429,0.407348,0
T1506,2024-01-01 08:26:00,85287,Swiggy,Luxury,50,Male,Pune,Mobile,0,1,28,94763,0.6111479999999999,0
T1507,2024-01-01 08:27:00,14519,Flipkart,Luxury,63,Male,Delhi,Laptop,0,0,36,30839,0.148076,0
T1508,2024-01-01 08:28:00,69821,Amazon,Electronics,38,Male,Bhopal,Laptop,0,0,17,21973,0.321784,0
T1509,2024-01-01 08:29:00,63951,Flipkart,Shopping,61,Female,Indore,Laptop,0,0,8,60888,0.27580400000000005,0
T1510,2024-01-01 08:30:00,74785,Unknown,Transport,50,Female,Pune,Mobile,0,0,8,66846,0.31914000000000003,0
T1511,2024-01-01 08:31:00,87232,Swiggy,Electronics,31,Female,Delhi,Mobile,0,0,12,5369,0.37892800000000004,0
T1512,2024-01-01 08:32:00,25561,Swiggy,Shopping,26,Female,Indore,Laptop,0,0,3,54798,0.10974400000000001,0
T1513,2024-01-01 08:33:00,90500,Croma,Shopping,49,Male,Pune,Laptop,0,0,32,67946,0.44200000000000006,0
T1514,2024-01-01 08:34:00,61110,Unknown,Electronics,30,Male,Mumbai,Laptop,1,0,4,65017,0.55444,0
T1515,2024-01-01 08:35:00,30045,Flipkart,Luxury,52,Male,Bhopal,Mobile,1,0,16,50990,0.46018000000000003,0
T1516,2024-01-01 08:36:00,47195,Swiggy,Electronics,22,Female,Bhopal,Mobile,1,0,35,97543,0.57628,0
T1517,2024-01-01 08:37:00,34850,Zomato,Transport,63,Male,Delhi,Mobile,1,0,36,14173,0.5294,0
T1518,2024-01-01 08:38:00,56138,Amazon,Electronics,26,Female,Mumbai,Mobile,0,0,3,22725,0.232052,0
T1519,2024-01-01 08:39:00,16074,Flipkart,Food,62,Male,Indore,Laptop,1,0,22,17915,0.419296,0
T1520,2024-01-01 08:40:00,84233,Zomato,Transport,29,Female,Mumbai,Laptop,0,0,24,10994,0.396932,0
T1521,2024-01-01 08:41:00,86079,Swiggy,Electronics,42,Male,Pune,Laptop,0,1,16,75450,0.5843160000000001,0
T1522,2024-01-01 08:42:00,66822,Croma,Electronics,41,Female,Mumbai,Mobile,1,0,9,26269,0.589788,0
T1523,2024-01-01 08:43:00,93446,Amazon,Luxury,58,Female,Mumbai,Mobile,0,1,27,81779,0.6412840000000001,0
T1524,2024-01-01 08:44:00,49767,Croma,Luxury,45,Male,Indore,Mobile,0,0,35,18089,0.28656800000000004,0
T1525,2024-01-01 08:45:00,46358,Swiggy,Food,23,Female,Indore,Laptop,0,0,14,79957,0.22043200000000002,0
T1526,2024-01-01 08:46:00,55954,Flipkart,Transport,56,Male,Mumbai,Laptop,0,0,13,39906,0.256316,0
T1527,2024-01-01 08:47:00,25490,Flipkart,Luxury,43,Male,Mumbai,Laptop,0,0,10,40028,0.12696000000000002,0
T1528,2024-01-01 08:48:00,71644,Flipkart,Shopping,39,Female,Indore,Laptop,0,1,15,6084,0.524076,0
T1529,2024-01-01 08:49:00,81538,Swiggy,Electronics,41,Female,Delhi,Laptop,0,0,8,94534,0.346152,0
T1530,2024-01-01 08:50:00,19091,Swiggy,Shopping,37,Male,Mumbai,Laptop,1,0,2,77764,0.381364,0
T1531,2024-01-01 08:51:00,55981,Swiggy,Transport,20,Female,Bhopal,Laptop,0,0,33,95401,0.30642400000000003,0
T1532,2024-01-01 08:52:00,78067,Croma,Luxury,26,Male,Pune,Laptop,0,0,31,97516,0.389768,0
T1533,2024-01-01 08:53:00,4092,Croma,Shopping,34,Male,Mumbai,Laptop,0,0,15,51534,0.053868000000000006,0
T1534,2024-01-01 08:54:00,51236,Swiggy,Shopping,28,Male,Mumbai,Laptop,0,0,10,79116,0.229944,0
T1535,2024-01-01 08:55:00,78100,Flipkart,Shopping,47,Male,Delhi,Laptop,1,0,20,78735,0.6624000000000001,0
T1536,2024-01-01 08:56:00,41463,Zomato,Electronics,38,Male,Bhopal,Laptop,0,0,35,30054,0.253352,0
T1537,2024-01-01 08:57:00,38124,Swiggy,Luxury,47,Female,Mumbai,Laptop,1,0,6,27017,0.467496,0
T1538,2024-01-01 08:58:00,31428,Flipkart,Transport,61,Male,Pune,Laptop,0,0,37,84967,0.21821200000000002,0
T1539,2024-01-01 08:59:00,83921,Flipkart,Electronics,49,Female,Mumbai,Mobile,1,0,3,27181,0.643184,0
T1540,2024-01-01 09:00:00,27441,Amazon,Luxury,61,Female,Bhopal,Mobile,0,0,8,74275,0.129764,0
T1541,2024-01-01 09:01:00,93118,Swiggy,Transport,31,Female,Pune,Mobile,0,0,14,13630,0.407472,0
T1542,2024-01-01 09:02:00,77057,Unknown,Luxury,62,Female,Indore,Mobile,0,0,33,44662,0.390728,0
T1543,2024-01-01 09:03:00,12305,Zomato,Food,22,Male,Pune,Mobile,0,0,30,62194,0.12422000000000002,0
T1544,2024-01-01 09:04:00,78741,Flipkart,Shopping,55,Female,Indore,Laptop,0,0,32,95798,0.39496400000000004,0
T1545,2024-01-01 09:05:00,75505,Amazon,Transport,52,Male,Indore,Mobile,1,0,29,84176,0.67452,0
T1546,2024-01-01 09:06:00,834,Unknown,Shopping,27,Female,Delhi,Mobile,0,1,4,71445,0.21333600000000003,0
T1547,2024-01-01 09:07:00,81038,Flipkart,Food,22,Female,Mumbai,Mobile,0,0,9,83149,0.346652,0
T1548,2024-01-01 09:08:00,64802,Croma,Shopping,30,Male,Indore,Laptop,0,0,15,78225,0.2967080000000001,0
T1549,2024-01-01 09:09:00,22210,Zomato,Food,31,Male,Indore,Laptop,0,1,28,33482,0.35884,0
T1550,2024-01-01 09:10:00,14475,Unknown,Transport,60,Male,Delhi,Mobile,0,0,17,15053,0.1004,0
T1551,2024-01-01 09:11:00,28703,Flipkart,Electronics,45,Female,Delhi,Laptop,0,0,23,72640,0.17231200000000002,0
T1552,2024-01-01 09:12:00,81200,Croma,Food,39,Female,Mumbai,Laptop,1,0,23,49656,0.6823,0
T1553,2024-01-01 09:13:00,35526,Flipkart,Transport,34,Male,Mumbai,Laptop,0,0,23,82262,0.199604,0
T1554,2024-01-01 09:14:00,57176,Flipkart,Food,32,Female,Bhopal,Laptop,1,0,13,51066,0.561204,0
T1555,2024-01-01 09:15:00,32723,Amazon,Shopping,45,Male,Delhi,Mobile,0,1,7,7976,0.34839200000000003,0
T1556,2024-01-01 09:16:00,26553,Zomato,Luxury,34,Male,Indore,Mobile,0,0,5,19274,0.118712,0
T1557,2024-01-01 09:17:00,15056,Croma,Transport,64,Female,Bhopal,Mobile,1,0,7,46587,0.377724,0
T1558,2024-01-01 09:18:00,60373,Amazon,Electronics,24,Male,Delhi,Laptop,0,0,25,22128,0.30399200000000004,0
T1559,2024-01-01 09:19:00,93889,Unknown,Electronics,54,Male,Pune,Laptop,0,0,34,8574,0.460556,0
T1560,2024-01-01 09:20:00,67311,Amazon,Luxury,41,Female,Delhi,Laptop,0,1,15,58284,0.506744,0
T1561,2024-01-01 09:21:00,21676,Amazon,Electronics,63,Male,Delhi,Mobile,1,0,6,21224,0.401704,0
T1562,2024-01-01 09:22:00,1075,Amazon,Transport,20,Female,Indore,Laptop,0,0,37,28231,0.09680000000000001,0
T1563,2024-01-01 09:23:00,24176,Unknown,Electronics,44,Male,Mumbai,Laptop,0,0,13,47229,0.129204,0
T1564,2024-01-01 09:24:00,73896,Swiggy,Shopping,26,Male,Mumbai,Mobile,0,0,31,19134,0.373084,0
T1565,2024-01-01 09:25:00,95744,Amazon,Luxury,45,Female,Delhi,Laptop,0,0,6,43980,0.397976,0
T1566,2024-01-01 09:26:00,52028,Croma,Transport,55,Female,Bhopal,Mobile,0,0,33,83104,0.290612,0
T1567,2024-01-01 09:27:00,61272,Zomato,Shopping,26,Female,Pune,Laptop,0,0,21,44388,0.297588,0
T1568,2024-01-01 09:28:00,47187,Swiggy,Food,61,Female,Mumbai,Laptop,0,0,14,54563,0.22374800000000003,0
T1569,2024-01-01 09:29:00,40896,Flipkart,Food,43,Female,Pune,Mobile,0,0,10,17329,0.188584,0
T1570,2024-01-01 09:30:00,73230,Zomato,Shopping,31,Female,Indore,Mobile,0,0,22,39526,0.34792,0
T1571,2024-01-01 09:31:00,27863,Zomato,Luxury,52,Male,Pune,Mobile,0,0,15,52679,0.148952,0
T1572,2024-01-01 09:32:00,7112,Swiggy,Food,60,Male,Pune,Laptop,1,0,16,48617,0.368448,0
T1573,2024-01-01 09:33:00,58021,Flipkart,Luxury,30,Female,Mumbai,Laptop,0,0,36,97727,0.32208400000000004,0
T1574,2024-01-01 09:34:00,36243,Swiggy,Shopping,62,Male,Indore,Laptop,0,0,38,25815,0.239972,0
T1575,2024-01-01 09:35:00,58397,Zomato,Shopping,37,Female,Mumbai,Mobile,0,0,33,32729,0.31608800000000004,0
T1576,2024-01-01 09:36:00,48711,Zomato,Luxury,40,Female,Pune,Laptop,0,0,9,66961,0.217344,0
T1577,2024-01-01 09:37:00,93807,Zomato,Transport,60,Female,Indore,Laptop,1,1,36,8789,0.9652279999999999,1
T1578,2024-01-01 09:38:00,98236,Unknown,Food,53,Male,Delhi,Laptop,0,0,36,74132,0.48294400000000004,0
T1579,2024-01-01 09:39:00,39530,Zomato,Transport,64,Male,Bhopal,Mobile,0,0,10,64676,0.18312,0
T1580,2024-01-01 09:40:00,87694,Croma,Shopping,59,Female,Bhopal,Laptop,0,0,4,18112,0.36077600000000004,0
T1581,2024-01-01 09:41:00,58586,Flipkart,Electronics,48,Female,Mumbai,Mobile,0,0,17,57299,0.27684400000000003,0
T1582,2024-01-01 09:42:00,58294,Unknown,Luxury,52,Male,Bhopal,Laptop,0,1,30,98927,0.508176,0
T1583,2024-01-01 09:43:00,20094,Swiggy,Shopping,47,Male,Mumbai,Laptop,0,1,22,15304,0.335376,0
T1584,2024-01-01 09:44:00,14447,Unknown,Transport,56,Male,Delhi,Mobile,0,0,26,46664,0.12278800000000001,0
T1585,2024-01-01 09:45:00,3034,Amazon,Food,22,Female,Indore,Laptop,0,0,11,11622,0.039636000000000005,0
T1586,2024-01-01 09:46:00,21295,Flipkart,Luxury,29,Female,Delhi,Laptop,0,0,22,89075,0.14018000000000003,0
T1587,2024-01-01 09:47:00,45966,Flipkart,Electronics,35,Male,Indore,Mobile,0,0,38,52708,0.278864,0
T1588,2024-01-01 09:48:00,12563,Unknown,Transport,38,Male,Mumbai,Mobile,0,0,32,56779,0.130252,0
T1589,2024-01-01 09:49:00,32525,Croma,Electronics,43,Female,Indore,Laptop,0,0,13,76664,0.1626,0
T1590,2024-01-01 09:50:00,73726,Croma,Transport,29,Male,Bhopal,Laptop,0,0,39,91588,0.392404,0
T1591,2024-01-01 09:51:00,88893,Amazon,Transport,34,Female,Bhopal,Laptop,0,0,25,25862,0.418072,0
T1592,2024-01-01 09:52:00,77269,Swiggy,Shopping,51,Female,Bhopal,Mobile,0,0,25,92651,0.371576,0
T1593,2024-01-01 09:53:00,73483,Zomato,Electronics,43,Female,Indore,Mobile,0,0,14,39078,0.328932,0
T1594,2024-01-01 09:54:00,50571,Flipkart,Luxury,32,Female,Indore,Laptop,1,0,22,24714,0.557284,0
T1595,2024-01-01 09:55:00,3391,Flipkart,Transport,43,Female,Pune,Mobile,0,0,33,43864,0.09606400000000001,0
T1596,2024-01-01 09:56:00,77071,Unknown,Electronics,59,Male,Mumbai,Laptop,1,0,6,63537,0.6232840000000001,0
T1597,2024-01-01 09:57:00,4516,Flipkart,Electronics,42,Male,Indore,Mobile,0,0,21,50551,0.070564,0
T1598,2024-01-01 09:58:00,58497,Flipkart,Food,62,Female,Indore,Laptop,0,1,10,19349,0.45898800000000006,0
T1599,2024-01-01 09:59:00,8024,Flipkart,Electronics,46,Male,Mumbai,Mobile,0,0,28,90440,0.10209599999999999,0
T1600,2024-01-01 10:00:00,77267,Zomato,Transport,30,Male,Indore,Laptop,0,0,36,82018,0.39906800000000003,0
T1601,2024-01-01 10:01:00,7690,Unknown,Food,55,Female,Pune,Laptop,1,0,35,14598,0.41826,0
T1602,2024-01-01 10:02:00,22226,Unknown,Shopping,38,Male,Mumbai,Mobile,0,0,8,83881,0.10890400000000001,0
T1603,2024-01-01 10:03:00,17082,Zomato,Luxury,35,Male,Bhopal,Mobile,0,0,38,92465,0.163328,0
T1604,2024-01-01 10:04:00,81450,Swiggy,Luxury,61,Male,Pune,Laptop,0,0,1,90084,0.32830000000000004,0
T1605,2024-01-01 10:05:00,64674,Unknown,Food,46,Male,Pune,Mobile,1,0,4,58080,0.568696,0
T1606,2024-01-01 10:06:00,46488,Flipkart,Electronics,28,Male,Indore,Mobile,0,0,19,93628,0.233452,0
T1607,2024-01-01 10:07:00,73870,Unknown,Electronics,56,Male,Bhopal,Laptop,0,0,20,77585,0.34548,0
T1608,2024-01-01 10:08:00,13608,Unknown,Luxury,51,Male,Indore,Mobile,0,0,20,78873,0.10443200000000001,0
T1609,2024-01-01 10:09:00,2256,Zomato,Transport,42,Male,Bhopal,Laptop,0,0,35,74244,0.09652400000000001,0
T1610,2024-01-01 10:10:00,71582,Amazon,Food,29,Male,Delhi,Mobile,0,0,15,93897,0.323828,0
T1611,2024-01-01 10:11:00,67856,Zomato,Luxury,50,Male,Pune,Laptop,0,0,31,92550,0.34892400000000007,0
T1612,2024-01-01 10:12:00,45478,Croma,Transport,41,Female,Pune,Laptop,0,0,8,74635,0.20191200000000004,0
T1613,2024-01-01 10:13:00,83376,Croma,Shopping,38,Female,Pune,Mobile,0,0,9,73910,0.35600400000000004,0
T1614,2024-01-01 10:14:00,32705,Amazon,Transport,28,Female,Indore,Laptop,0,0,10,55629,0.15582000000000001,0
T1615,2024-01-01 10:15:00,52385,Amazon,Food,40,Female,Delhi,Mobile,1,0,18,91766,0.55454,0
T1616,2024-01-01 10:16:00,62566,Amazon,Food,48,Female,Bhopal,Mobile,0,1,1,12629,0.452764,0
T1617,2024-01-01 10:17:00,6830,Amazon,Food,26,Male,Delhi,Mobile,0,1,10,96747,0.25232000000000004,0
T1618,2024-01-01 10:18:00,86364,Zomato,Electronics,48,Male,Pune,Laptop,0,0,20,99636,0.395456,0
T1619,2024-01-01 10:19:00,7306,Unknown,Transport,43,Male,Pune,Mobile,0,0,11,7277,0.056724000000000004,0
T1620,2024-01-01 10:20:00,15218,Swiggy,Food,42,Female,Bhopal,Mobile,0,0,25,78202,0.12337200000000001,0
T1621,2024-01-01 10:21:00,31899,Unknown,Electronics,31,Male,Mumbai,Mobile,1,0,1,56178,0.430096,0
T1622,2024-01-01 10:22:00,11731,Flipkart,Food,62,Male,Delhi,Laptop,0,0,16,79585,0.086924,0
T1623,2024-01-01 10:23:00,10538,Zomato,Luxury,41,Male,Indore,Mobile,1,0,1,31655,0.344652,0
T1624,2024-01-01 10:24:00,98676,Croma,Transport,45,Male,Mumbai,Laptop,0,0,4,89149,0.404704,0
T1625,2024-01-01 10:25:00,30587,Swiggy,Electronics,62,Male,Bhopal,Mobile,1,0,33,97077,0.504848,0
T1626,2024-01-01 10:26:00,65867,Zomato,Electronics,58,Male,Bhopal,Mobile,0,0,23,18965,0.320968,0
T1627,2024-01-01 10:27:00,467,Zomato,Shopping,41,Male,Bhopal,Laptop,1,0,24,44168,0.36186799999999997,0
T1628,2024-01-01 10:28:00,21738,Swiggy,Food,18,Male,Pune,Mobile,0,1,2,7027,0.291952,0
T1629,2024-01-01 10:29:00,38267,Swiggy,Food,34,Female,Pune,Mobile,1,0,35,72319,0.540568,0
T1630,2024-01-01 10:30:00,20130,Flipkart,Electronics,51,Female,Delhi,Laptop,1,0,29,58615,0.45302,0
T1631,2024-01-01 10:31:00,92268,Unknown,Luxury,49,Female,Mumbai,Mobile,0,0,14,71415,0.404072,0
T1632,2024-01-01 10:32:00,1726,Swiggy,Food,58,Female,Indore,Mobile,0,0,37,52842,0.09940400000000002,0
T1633,2024-01-01 10:33:00,42646,Amazon,Transport,29,Male,Bhopal,Mobile,1,0,30,49175,0.5455840000000001,0
T1634,2024-01-01 10:34:00,50026,Unknown,Luxury,60,Female,Pune,Laptop,0,0,33,87043,0.282604,0
T1635,2024-01-01 10:35:00,46059,Unknown,Food,30,Female,Pune,Mobile,0,0,32,28397,0.264236,0
T1636,2024-01-01 10:36:00,61322,Flipkart,Electronics,47,Female,Indore,Mobile,0,1,16,46021,0.48528800000000005,0
T1637,2024-01-01 10:37:00,45174,Zomato,Food,58,Female,Bhopal,Mobile,0,0,5,18946,0.193196,0
T1638,2024-01-01 10:38:00,95889,Amazon,Shopping,43,Female,Bhopal,Laptop,0,1,31,77139,0.661056,0
T1639,2024-01-01 10:39:00,31294,Zomato,Electronics,22,Female,Delhi,Mobile,0,0,27,5297,0.19267600000000001,0
T1640,2024-01-01 10:40:00,12876,Swiggy,Luxury,37,Female,Mumbai,Laptop,1,0,33,48543,0.434004,0
T1641,2024-01-01 10:41:00,17282,Zomato,Shopping,57,Male,Delhi,Mobile,0,0,12,20819,0.09912800000000001,0
T1642,2024-01-01 10:42:00,82505,Swiggy,Electronics,58,Male,Delhi,Laptop,0,0,16,5996,0.37002,0
T1643,2024-01-01 10:43:00,66810,Flipkart,Electronics,36,Male,Bhopal,Laptop,1,0,10,74555,0.59224,0
T1644,2024-01-01 10:44:00,76551,Croma,Electronics,46,Female,Delhi,Laptop,0,1,6,34217,0.5212040000000001,0
T1645,2024-01-01 10:45:00,43915,Swiggy,Food,59,Female,Pune,Laptop,0,0,33,8586,0.25816,0
T1646,2024-01-01 10:46:00,25180,Zomato,Transport,20,Female,Pune,Laptop,0,0,2,53799,0.10572000000000002,0
T1647,2024-01-01 10:47:00,27164,Amazon,Transport,25,Female,Bhopal,Mobile,1,0,11,24452,0.43615600000000004,0
T1648,2024-01-01 10:48:00,44860,Unknown,Shopping,38,Female,Bhopal,Laptop,0,0,9,57748,0.20194,0
T1649,2024-01-01 10:49:00,51121,Amazon,Shopping,59,Female,Delhi,Laptop,0,0,26,14448,0.26948400000000006,0
T1650,2024-01-01 10:50:00,42459,Croma,Transport,53,Female,Mumbai,Mobile,0,0,7,34914,0.187336,0
T1651,2024-01-01 10:51:00,87539,Croma,Transport,43,Female,Delhi,Mobile,0,0,39,76692,0.44765600000000005,0
T1652,2024-01-01 10:52:00,28207,Amazon,Food,60,Female,Bhopal,Mobile,0,0,33,94855,0.195328,0
T1653,2024-01-01 10:53:00,62530,Amazon,Electronics,41,Male,Delhi,Laptop,0,0,15,37226,0.28762,0
T1654,2024-01-01 10:54:00,95983,Unknown,Transport,35,Male,Pune,Mobile,0,0,28,8544,0.453932,0
T1655,2024-01-01 10:55:00,85756,Flipkart,Electronics,26,Male,Indore,Laptop,0,1,38,92763,0.6380239999999999,0
T1656,2024-01-01 10:56:00,78493,Croma,Transport,32,Female,Indore,Laptop,0,0,29,52985,0.38647200000000004,0
T1657,2024-01-01 10:57:00,70521,Zomato,Transport,46,Male,Delhi,Mobile,0,1,27,8233,0.5495840000000001,0
T1658,2024-01-01 10:58:00,4210,Unknown,Food,27,Male,Indore,Mobile,0,0,25,98761,0.07934,0
T1659,2024-01-01 10:59:00,12746,Flipkart,Transport,45,Male,Bhopal,Mobile,0,0,20,23925,0.100984,0
T1660,2024-01-01 11:00:00,69336,Swiggy,Electronics,49,Female,Mumbai,Mobile,0,0,19,98016,0.32484399999999997,0
T1661,2024-01-01 11:01:00,12674,Swiggy,Electronics,46,Female,Delhi,Laptop,1,0,25,83568,0.413196,0
T1662,2024-01-01 11:02:00,23448,Flipkart,Shopping,64,Female,Mumbai,Mobile,0,0,4,84792,0.103792,0
T1663,2024-01-01 11:03:00,49725,Unknown,Luxury,26,Male,Indore,Laptop,1,0,36,65276,0.5889,0
T1664,2024-01-01 11:04:00,70764,Croma,Transport,50,Female,Indore,Laptop,0,1,18,57160,0.5280560000000001,0
T1665,2024-01-01 11:05:00,99415,Unknown,Luxury,36,Female,Indore,Laptop,0,0,16,80730,0.43766000000000005,0
T1666,2024-01-01 11:06:00,97755,Zomato,Luxury,51,Female,Pune,Laptop,0,1,15,97556,0.6285200000000001,0
T1667,2024-01-01 11:07:00,70308,Zomato,Electronics,42,Female,Pune,Mobile,0,0,10,69861,0.30623200000000006,0
T1668,2024-01-01 11:08:00,32543,Amazon,Shopping,59,Female,Bhopal,Laptop,0,0,5,5722,0.14267200000000002,0
T1669,2024-01-01 11:09:00,53737,Unknown,Transport,23,Female,Pune,Laptop,0,1,39,7438,0.512448,0
T1670,2024-01-01 11:10:00,90740,Unknown,Luxury,29,Male,Pune,Laptop,0,0,8,15972,0.38296,0
T1671,2024-01-01 11:11:00,7994,Croma,Transport,22,Female,Indore,Laptop,0,0,1,58333,0.034476,0
T1672,2024-01-01 11:12:00,28517,Swiggy,Transport,41,Male,Bhopal,Laptop,0,0,4,71571,0.12406800000000001,0
T1673,2024-01-01 11:13:00,6929,Unknown,Luxury,43,Female,Mumbai,Laptop,0,0,7,77329,0.045216000000000006,0
T1674,2024-01-01 11:14:00,6787,Croma,Transport,45,Male,Mumbai,Laptop,0,1,20,59571,0.277148,0
T1675,2024-01-01 11:15:00,45643,Zomato,Luxury,32,Female,Pune,Laptop,1,0,8,84722,0.502572,0
T1676,2024-01-01 11:16:00,87408,Croma,Electronics,36,Male,Pune,Mobile,0,0,13,37299,0.382132,0
T1677,2024-01-01 11:17:00,12408,Croma,Luxury,28,Male,Indore,Mobile,0,0,19,37883,0.097132,0
T1678,2024-01-01 11:18:00,42603,Amazon,Shopping,21,Female,Mumbai,Mobile,1,0,10,11825,0.495412,0
T1679,2024-01-01 11:19:00,86801,Swiggy,Shopping,63,Female,Pune,Laptop,0,0,7,31616,0.36470400000000003,0
T1680,2024-01-01 11:20:00,32141,Unknown,Luxury,47,Male,Delhi,Laptop,0,0,3,24111,0.136064,0
T1681,2024-01-01 11:21:00,74035,Unknown,Transport,41,Female,Indore,Laptop,0,0,9,12371,0.31864000000000003,0
T1682,2024-01-01 11:22:00,59406,Swiggy,Food,63,Female,Mumbai,Laptop,0,0,28,36277,0.307624,0
T1683,2024-01-01 11:23:00,27396,Zomato,Food,49,Female,Indore,Laptop,0,0,5,54939,0.122084,0
T1684,2024-01-01 11:24:00,24563,Swiggy,Luxury,42,Male,Mumbai,Laptop,0,0,3,14986,0.10575200000000001,0
T1685,2024-01-01 11:25:00,51224,Zomato,Food,24,Male,Pune,Mobile,0,0,13,9530,0.23739600000000002,0
T1686,2024-01-01 11:26:00,47063,Amazon,Food,34,Female,Delhi,Mobile,0,0,21,79831,0.24075200000000002,0
T1687,2024-01-01 11:27:00,11432,Zomato,Transport,25,Male,Mumbai,Mobile,0,0,22,56327,0.10072800000000001,0
T1688,2024-01-01 11:28:00,25554,Swiggy,Shopping,50,Female,Pune,Mobile,0,0,9,70825,0.12471600000000001,0
T1689,2024-01-01 11:29:00,48082,Zomato,Transport,62,Male,Pune,Mobile,0,0,30,61953,0.267328,0
T1690,2024-01-01 11:30:00,66943,Flipkart,Electronics,24,Male,Bhopal,Mobile,0,0,35,40409,0.35527200000000003,0
T1691,2024-01-01 11:31:00,76893,Swiggy,Food,18,Male,Pune,Laptop,0,0,29,43483,0.380072,0
T1692,2024-01-01 11:32:00,30832,Swiggy,Electronics,36,Female,Pune,Laptop,1,1,32,21198,0.703328,1
T1693,2024-01-01 11:33:00,40519,Swiggy,Electronics,18,Female,Indore,Laptop,0,0,19,96208,0.20957599999999998,0
T1694,2024-01-01 11:34:00,4205,Unknown,Shopping,51,Male,Bhopal,Laptop,1,0,20,99270,0.36682,0
